,word,relevance_score
0,"('that', 'fetus')",3.156924375768095
1,"('right', 'life')",2.4466670335788723
2,"('human', 'being')",2.0491445571209246
3,"('morally', 'wrong')",1.8362186221048138
4,"('feel', 'pain')",1.8362186221048138
5,"('fetus', 'person')",1.8362186221048138
6,"('abortion', 'debate')",1.8362186221048138
7,"('city', 'policy')",1.5525950814062726
8,"('that', 'abortion')",1.3920124837244074
9,"('abortion', 'should')",1.3554356817902626
10,"('human', 'life')",1.304022975956829
11,"('allowed', '``')",1.0608351123426165
12,"('prochoice', ""''"")",1.0608351123426165
13,"('``', 'abortion')",1.0608351123426165
14,"('beginning', 'human')",1.0608351123426165
15,"('bodily', 'integrity')",1.0608351123426165
16,"('abortion', 'also')",1.0608351123426165
17,"('pregnant', 'woman')",1.0608351123426165
18,"('fetal', 'pain')",1.0608351123426165
19,"('human', 'person')",1.0608351123426165
20,"('lacks', 'right')",1.0608351123426165
21,"('natural', 'capacity')",1.0608351123426165
22,"('would', 'permissible')",1.0608351123426165
23,"('biomedical', 'ethics')",1.0608351123426165
24,"('``', 'prochoice')",1.0608351123426165
25,"('david', 'degrazia')",1.0608351123426165
26,"('future', 'like')",1.0608351123426165
27,"('fetus', 'does')",1.0608351123426165
28,"('journal', 'philosophy')",1.0608351123426165
29,"('cancer', 'hypothesis')",1.0608351123426165
30,"('fetus', 'right')",1.0608351123426165
31,"('proposed', 'criteria')",1.0608351123426165
32,"('wrong', 'because')",1.0608351123426165
33,"('unintended', 'pregnancies')",1.0608351123426165
34,"('this', 'argument')",2.8703259501906094e-05
35,"('abortion', ""''"")",2.5802201420052022e-05
36,"('that', 'human')",2.5802201420052022e-05
37,"('abortion', 'morally')",2.5802201420052022e-05
38,"('person', 'with')",1.8703472464442102e-05
39,"('life', 'begins')",1.5802343304406298e-05
40,"('``', 'illegal')",1.2901184911169353e-05
41,"('kenny', 'argues')",1.2901184911169353e-05
42,"('abortion', 'permissible')",1.2901184911169353e-05
43,"('unintended', 'pregnancy')",1.2901184911169353e-05
44,"('kept', 'alive')",1.2901184911169353e-05
45,"('psychological', 'features')",1.2901184911169353e-05
46,"('capacity', 'develop')",1.2901184911169353e-05
47,"('life', 'natural')",1.2901184911169353e-05
48,"('comatose', 'patients')",1.2901184911169353e-05
49,"('thus', 'abortion')",1.2901184911169353e-05
