,word,relevance_score
0,fetal,6.223931259105144
1,fetus,6.161863699820136
2,personhood,6.153992611028421
3,fetuses,5.285230565153804
4,anesthesia,4.8579877906938576
5,boonin,4.8579877906938576
6,bodily,4.74800070103138
7,pain,4.688662448272283
8,donohue,4.546015272492688
9,degrazia,4.546015272492688
10,mcgraw-hill,4.546015272492688
11,"""pro-choice""",4.546015272492688
12,comatose,4.546015272492688
13,mappes,4.546015272492688
14,"situation""",4.084074029990858
15,argentineans,4.084074029990858
16,greasley,4.084074029990858
17,guttmacher,4.084074029990858
18,bioethics,4.084074029990858
19,infanticide,4.084074029990858
20,mulroney,4.084074029990858
21,potentiality,4.084074029990858
22,"""baby""",4.084074029990858
23,"""illegal",4.084074029990858
24,"""abortion",4.084074029990858
25,counterintuitive,4.084074029990858
26,"infanticide""",4.084074029990858
27,"""personhood""",4.084074029990858
28,unsafe,4.084074029990858
29,slope,4.084074029990858
30,life-support,4.084074029990858
31,reversibly,4.084074029990858
32,disanalogies,4.084074029990858
33,noonan,4.084074029990858
34,subjectivity,4.084074029990858
35,breastfeeding,4.084074029990858
36,breastfeed,4.084074029990858
37,anand,4.084074029990858
38,deprives,4.084074029990858
39,thalamocortical,4.084074029990858
40,transfusions,4.084074029990858
41,jama,4.084074029990858
42,slippery,4.084074029990858
43,zygote,4.084074029990858
44,genetically,4.084074029990858
45,abortions,4.025063932354104
46,brain,3.9843927920762425
47,breast,3.887110157991698
48,"abortion""",3.8380746106832397
49,pregnancies,3.8380746106832397
