,word,relevance_score
0,clinic,6.13808005509414
1,menstrual,6.042433591855868
2,fetal,5.852972380311147
3,gestational,5.852972380311147
4,personhood,5.6184805106401745
5,clinics,5.345564479665489
6,heartbeat,5.154997680010909
7,fertilization,4.858687976109343
8,"child""",4.858687976109343
9,"""unborn",4.858687976109343
10,ibis,4.858687976109343
11,ultrasound,4.858687976109343
12,"""pro-choice""",4.858687976109343
13,tampons,4.858687976109343
14,pads,4.858687976109343
15,abortions,4.48694726829409
16,fetus,4.193623239118975
17,incest,4.1453630972620985
18,"abortion""",4.1453630972620985
19,laurie,4.1453630972620985
20,cloning,4.1453630972620985
21,"""pro-life""",3.7240511726615364
22,hygiene,3.7240511726615364
23,maternal,3.670294915327037
24,reproductive,3.4559044746137855
25,abortion,3.451521041053272
26,trimester,3.4224081257438237
27,pregnant,3.1863089564073928
28,bertram,3.1863089564073928
29,dobbs,3.1847897173218005
30,infant,3.1847897173218005
31,pregnancy,3.062267204901162
32,anti-abortion,2.926330340340864
33,mortality,2.8642577157015117
34,mississippi,2.7741200380035234
35,providers,2.6765739730396585
36,"thereof""",2.550107212557449
37,viewpoint,2.550107212557449
38,patients,2.5247721076354344
39,bans,2.432646788371446
40,restrictive,2.432646788371446
41,parenthood,2.325010984258624
42,uninsured,2.225350335984664
43,mothers,2.1322336114034757
44,implies,2.1322336114034757
45,cancer,1.9612526953692067
46,functional,1.9612526953692067
47,medical,1.8953464345267326
48,medicaid,1.8828808619707031
49,moment,1.8816295125216633
